1755067381360,0.03598,-0.332488,9.840302
1755067381362,0.040519,-0.331539,9.837909
1755067381363,0.034275,-0.329787,9.825288
1755067381364,0.039562,-0.321829,9.822299
1755067381365,0.033356,-0.329097,9.825038
1755067381365,0.019479,-0.333005,9.826091
1755067381366,0.01561,-0.338329,9.82589
1755067381367,0.026911,-0.342783,9.817472
1755067381368,0.038748,-0.33561,9.818755
1755067381369,0.031038,-0.33152,9.809849
1755067381371,0.028414,-0.337218,9.806957
1755067381372,0.02625,-0.346853,9.819866
1755067381373,0.029152,-0.353892,9.82475
1755067381374,0.031584,-0.351038,9.834146
1755067381375,0.035195,-0.345675,9.839757
1755067381376,0.038748,-0.342553,9.837517
1755067381377,0.036488,-0.345359,9.836818
1755067381378,0.034764,-0.341614,9.831617
1755067381379,0.025474,-0.333867,9.834969
1755067381380,0.035099,-0.323754,9.829089
1755067381381,0.032504,-0.32904,9.821388
1755067381382,0.033701,-0.337017,9.830353
1755067381383,0.039447,-0.330122,9.82927
1755067381384,0.043249,-0.319032,9.834403
1755067381386,0.027323,-0.318946,9.825947
1755067381387,0.020312,-0.324663,9.822078
1755067381387,0.017717,-0.325018,9.832911
1755067381388,0.019728,-0.329729,9.836205
1755067381388,0.027256,-0.328714,9.835228
1755067381388,0.03621,-0.340752,9.840294
1755067381389,0.028721,-0.334642,9.834566
1755067381389,0.032571,-0.32156,9.831617
1755067381390,0.028223,-0.320775,9.826207
1755067381390,0.03779,-0.329911,9.824712
1755067381390,0.045078,-0.331951,9.829634
1755067381391,0.04005,-0.325994,9.835332
1755067381391,0.025618,-0.323572,9.837316
1755067381392,0.029133,-0.319837,9.833495
1755067381392,0.029822,-0.327967,9.832269
1755067381392,0.035999,-0.331271,9.82205
1755067381393,0.043258,-0.325161,9.819177
1755067381393,0.044417,-0.3322,9.826694
1755067381393,0.034658,-0.33876,9.836464
1755067381394,0.036478,-0.335408,9.834614
1755067381394,0.035377,-0.338894,9.832661
1755067381395,0.021864,-0.335102,9.83202
1755067381395,0.025436,-0.329538,9.835351
1755067381395,0.03711,-0.32496,9.837238
1755067381396,0.038518,-0.321541,9.839643
1755067381396,0.028137,-0.326761,9.831722
1755067381397,0.016769,-0.333378,9.816074
1755067381399,0.028319,-0.33787,9.81822
1755067381401,0.037053,-0.341796,9.828274
1755067381402,0.032207,-0.339967,9.835601
1755067381404,0.026231,-0.331358,9.834767
1755067381405,0.022486,-0.322317,9.839
1755067381408,0.020628,-0.322872,9.841241
1755067381410,0.021759,-0.321129,9.836041
1755067381412,0.021299,-0.324568,9.841702
1755067381414,0.031757,-0.331865,9.843099
1755067381415,0.03667,-0.324261,9.838819
1755067381418,0.030205,-0.326895,9.83109
1755067381419,0.034773,-0.339584,9.824042
1755067381422,0.038786,-0.342198,9.823342
1755067381424,0.033605,-0.337142,9.825765
1755067381425,0.025551,-0.325554,9.83789
1755067381428,0.020619,-0.330812,9.837364
1755067381431,0.021988,-0.330467,9.830353
1755067381432,0.023703,-0.319023,9.834375
1755067381433,0.024833,-0.312453,9.837037
1755067381435,0.026576,-0.323725,9.828878
1755067381437,0.036545,-0.323725,9.822767
1755067381439,0.034907,-0.332947,9.826657
1755067381442,0.042827,-0.327508,9.830468
1755067381444,0.029085,-0.323849,9.82883
1755067381446,0.027466,-0.318726,9.825584
1755067381447,0.024057,-0.330065,9.818554
1755067381449,0.031565,-0.337353,9.822959
1755067381452,0.02059,-0.345933,9.822701
1755067381453,0.01313,-0.339019,9.829693
1755067381456,0.028826,-0.333187,9.82293
1755067381458,0.042406,-0.32497,9.820976
1755067381459,0.036526,-0.321254,9.827011
1755067381461,0.039428,-0.326694,9.830314
1755067381464,0.036018,-0.334834,9.824913
1755067381466,0.040366,-0.332603,9.825937
1755067381467,0.038978,-0.314617,9.827011
1755067381469,0.034247,-0.316944,9.834461
1755067381471,0.036574,-0.325238,9.832106
1755067381474,0.034362,-0.332152,9.837507
1755067381476,0.027476,-0.326234,9.83494
1755067381478,0.026987,-0.346604,9.838713
1755067381479,0.017238,-0.342831,9.830621
1755067381482,0.021251,-0.33243,9.824589
1755067381484,0.02784,-0.334901,9.825401
1755067381485,0.03214,-0.333752,9.820135
1755067381487,0.038068,-0.334326,9.81138
1755067381489,0.029468,-0.330601,9.822299
1755067381491,0.039265,-0.331003,9.831378
1755067381493,0.035808,-0.334345,9.837525
1755067381495,0.031307,-0.328973,9.833561
1755067381498,0.02513,-0.335801,9.830132
1755067381500,0.028999,-0.331195,9.83449
1755067381501,0.018943,-0.316063,9.831521
1755067381503,0.016836,-0.325324,9.825851
1755067381506,0.0215,-0.341384,9.821236
1755067381507,0.02445,-0.336481,9.816668
1755067381509,0.019278,-0.331243,9.816332
1755067381511,0.020178,-0.332794,9.822155
1755067381514,0.019058,-0.331769,9.8216
1755067381516,0.031709,-0.322307,9.820153
1755067381518,0.0319,-0.326598,9.826186
1755067381519,0.024277,-0.337218,9.828465
1755067381521,0.029525,-0.325832,9.826349
1755067381524,0.030713,-0.322911,9.8214
1755067381526,0.025522,-0.324711,9.825324
1755067381528,0.025896,-0.328379,9.843636
1755067381530,0.027447,-0.328542,9.843752
1755067381531,0.020581,-0.326004,9.83561
1755067381533,0.030177,-0.318429,9.824951
1755067381535,0.027725,-0.324596,9.819962
1755067381538,0.031163,-0.334681,9.813679
1755067381539,0.035243,-0.336788,9.813555
1755067381543,0.02466,-0.321905,9.823276
1755067381543,0.024756,-0.32134,9.827011
1755067381546,0.024201,-0.316782,9.827834
1755067381548,0.025944,-0.314895,9.830008
1755067381550,0.026863,-0.328858,9.824233
1755067381552,0.030636,-0.343482,9.825518
1755067381554,0.035597,-0.349965,9.822231
1755067381556,0.040826,-0.341614,9.819846
1755067381557,0.043862,-0.340206,9.826523
1755067381560,0.036114,-0.332152,9.820825
1755067381562,0.036018,-0.337123,9.821341
1755067381564,0.03191,-0.325113,9.826674
1755067381566,0.036823,-0.33492,9.82409
1755067381568,0.038978,-0.339929,9.823476
1755067381569,0.036938,-0.345991,9.824233
1755067381572,0.02919,-0.338243,9.821542
1755067381574,0.021433,-0.339565,9.82792
1755067381575,0.015783,-0.341222,9.836118
1755067381579,0.009309,-0.344344,9.823276
1755067381580,0.011463,-0.345771,9.824961
1755067381581,0.016903,-0.33695,9.825268
1755067381583,0.022908,-0.323888,9.819703
1755067381586,0.031077,-0.324261,9.824386
1755067381587,0.03507,-0.327958,9.826215
1755067381589,0.03056,-0.328044,9.829844
1755067381591,0.015189,-0.321532,9.829548
1755067381594,0.012517,-0.325899,9.831521
1755067381596,0.016261,-0.330017,9.819492
1755067381597,0.019355,-0.326885,9.826418
