1754127437137,-0.079963,-0.07314,9.849228
1754127437144,-0.108692,-0.070746,9.854015
1754127437146,-0.115874,-0.080322,9.870775
1754127437151,-0.089539,-0.07314,9.877956
1754127437155,-0.099116,-0.07314,9.86838
1754127437161,-0.106298,-0.061169,9.86838
1754127437165,-0.096722,-0.053987,9.877956
1754127437170,-0.103904,-0.061169,9.861197
1754127437179,-0.10151,-0.070746,9.865986
1754127437182,-0.089539,-0.068352,9.873169
1754127437184,-0.094327,-0.077928,9.889927
1754127437189,-0.079963,-0.07314,9.913868
1754127437194,-0.099116,-0.075534,9.889927
1754127437199,-0.072781,-0.094687,9.889927
1754127437205,-0.099116,-0.056381,9.89711
1754127437211,-0.072781,-0.07314,9.887533
1754127437214,-0.087145,-0.077928,9.90908
1754127437225,-0.087145,-0.07314,9.892321
1754127437228,-0.089539,-0.068352,9.86838
1754127437233,-0.084751,-0.082716,9.865986
1754127437244,-0.094327,-0.082716,9.851622
1754127437246,-0.099116,-0.087504,9.86838
1754127437250,-0.103904,-0.08511,9.875563
1754127437254,-0.10151,-0.065957,9.885139
1754127437258,-0.096722,-0.07314,9.887533
1754127437264,-0.099116,-0.063563,9.885139
1754127437269,-0.094327,-0.058775,9.89711
1754127437273,-0.10151,-0.068352,9.901897
1754127437278,-0.11348,-0.094687,9.913868
1754127437284,-0.094327,-0.092293,9.933021
1754127437287,-0.079963,-0.089898,9.901897
1754127437294,-0.070386,-0.089898,9.887533
1754127437298,-0.082357,-0.080322,9.885139
1754127437302,-0.091933,-0.080322,9.90908
1754127437309,-0.096722,-0.075534,9.918656
1754127437317,-0.099116,-0.08511,9.877956
1754127437323,-0.089539,-0.068352,9.85641
1754127437328,-0.108692,-0.068352,9.85641
1754127437330,-0.106298,-0.065957,9.86838
1754127437339,-0.111086,-0.068352,9.899504
1754127437343,-0.091933,-0.065957,9.887533
1754127437346,-0.099116,-0.077928,9.863592
1754127437351,-0.118268,-0.07314,9.882745
1754127437359,-0.099116,-0.099475,9.899504
1754127437361,-0.094327,-0.111445,9.947386
1754127437365,-0.072781,-0.065957,9.944992
1754127437370,-0.087145,-0.027652,9.913868
1754127437375,-0.079963,-0.065957,9.849228
1754127437378,-0.079963,-0.12581,9.846834
1754127437383,-0.096722,-0.058775,9.901897
1754127437388,-0.10151,-0.044411,9.928233
1754127437392,-0.065598,-0.08511,9.911474
1754127437397,-0.065598,-0.087504,9.89711
1754127437407,-0.103904,-0.082716,9.901897
1754127437411,-0.096722,-0.099475,9.875563
1754127437417,-0.099116,-0.082716,9.873169
1754127437422,-0.082357,-0.063563,9.904292
1754127437427,-0.103904,-0.061169,9.889927
1754127437431,-0.06081,-0.065957,9.882745
1754127437438,-0.106298,-0.070746,9.877956
1754127437441,-0.11348,-0.075534,9.89711
1754127437446,-0.11348,-0.087504,9.918656
1754127437451,-0.108692,-0.056381,9.925838
1754127437456,-0.099116,-0.068352,9.90908
1754127437461,-0.099116,-0.063563,9.865986
1754127437465,-0.120663,-0.077928,9.851622
1754127437473,-0.094327,-0.077928,9.899504
1754127437477,-0.084751,-0.080322,9.923445
1754127437481,-0.087145,-0.077928,9.937809
1754127437487,-0.084751,-0.082716,9.918656
1754127437490,-0.106298,-0.065957,9.892321
1754127437499,-0.087145,-0.080322,9.870775
1754127437504,-0.089539,-0.068352,9.89711
1754127437509,-0.087145,-0.08511,9.921051
1754127437513,-0.075175,-0.063563,9.913868
1754127437519,-0.10151,-0.077928,9.89711
1754127437523,-0.118268,-0.07314,9.887533
1754127437528,-0.10151,-0.075534,9.892321
1754127437536,-0.087145,-0.077928,9.90908
1754127437538,-0.099116,-0.08511,9.923445
1754127437543,-0.091933,-0.07314,9.899504
1754127437547,-0.103904,-0.077928,9.885139
1754127437554,-0.094327,-0.075534,9.901897
1754127437557,-0.10151,-0.07314,9.899504
1754127437562,-0.089539,-0.080322,9.90908
1754127437569,-0.10151,-0.077928,9.916262
1754127437573,-0.108692,-0.080322,9.940203
1754127437576,-0.084751,-0.056381,9.923445
1754127437583,-0.089539,-0.070746,9.901897
1754127437592,-0.087145,-0.070746,9.889927
1754127437597,-0.094327,-0.080322,9.875563
1754127437603,-0.079963,-0.075534,9.899504
1754127437606,-0.082357,-0.092293,9.892321
1754127437610,-0.084751,-0.082716,9.901897
1754127437618,-0.103904,-0.077928,9.894716
1754127437621,-0.084751,-0.092293,9.904292
1754127437624,-0.111086,-0.087504,9.918656
1754127437629,-0.11348,-0.094687,9.916262
1754127437634,-0.106298,-0.070746,9.913868
1754127437639,-0.115874,-0.080322,9.901897
1754127437644,-0.103904,-0.063563,9.901897
1754127437651,-0.096722,-0.07314,9.906686
1754127437656,-0.10151,-0.068352,9.918656
1754127437658,-0.108692,-0.068352,9.913868
1754127437664,-0.084751,-0.082716,9.90908
1754127437668,-0.084751,-0.075534,9.918656
1754127437672,-0.099116,-0.065957,9.899504
1754127437682,-0.084751,-0.08511,9.899504
1754127437687,-0.084751,-0.092293,9.889927
1754127437693,-0.106298,-0.082716,9.904292
1754127437699,-0.099116,-0.068352,9.887533
1754127437702,-0.091933,-0.082716,9.882745
1754127437707,-0.084751,-0.082716,9.880351
1754127437711,-0.091933,-0.070746,9.901897
1754127437718,-0.094327,-0.070746,9.889927
1754127437722,-0.10151,-0.07314,9.90908
1754127437726,-0.103904,-0.053987,9.906686
1754127437732,-0.108692,-0.063563,9.911474
1754127437736,-0.099116,-0.065957,9.892321
